dt,SubscriberKey,frente,categoria
2026-01-15,CK_Tv6005,ciclo,onboarding
2026-02-22,CK_vL5078,retencao,churn
2026-01-21,CK_jy0164,retencao,churn
2025-10-01,CK_ih0587,produto,pagamento
2025-10-27,CK_IL1731,ciclo,onboarding
2026-02-01,CK_xB0883,produto,cardapio
2025-09-20,CK_PA4919,receita,ads
2025-10-13,CK_Pm5174,marca,branding
2026-02-16,CK_cr9034,ciclo,onboarding
2025-11-15,CK_ad7640,marca,branding
2025-10-13,CK_Ol6597,produto,pagamento
2025-11-17,CK_yZ4253,produto,pagamento
2026-02-22,CK_ns3718,receita,ads
2025-09-22,CK_fx4546,receita,ads
2025-10-19,CK_kd4067,produto,cardapio
2025-11-13,CK_dg2662,ciclo,onboarding
2025-10-03,CK_Yl5315,ciclo,onboarding
2026-02-13,CK_Pc9165,produto,pagamento
2026-02-08,CK_pE7907,produto,pagamento
2025-12-13,CK_uJ3983,retencao,churn
2025-09-27,CK_yP8564,retencao,churn
2025-12-19,CK_cy8983,ciclo,onboarding
2026-02-22,CK_uM0793,receita,ads
2026-02-14,CK_Om3953,ciclo,onboarding
2025-10-24,CK_cc2906,produto,cardapio
2025-12-19,CK_ga7956,produto,cardapio
2025-11-28,CK_Kx1335,produto,cardapio
2025-09-24,CK_QL9177,marca,branding
2025-10-05,CK_Ln3776,marca,branding
2025-10-06,CK_eW3293,produto,cardapio
2025-10-29,CK_cR8104,receita,ads
2026-02-18,CK_Up8900,retencao,churn
2025-10-28,CK_Eb8794,produto,cardapio
2026-01-26,CK_Kl4498,retencao,churn
2026-01-03,CK_GZ0165,retencao,churn
2025-10-08,CK_Bf7865,retencao,churn
2026-02-02,CK_YY3640,marca,branding
2026-01-25,CK_VG1913,marca,branding
2025-12-31,CK_Wa1004,produto,cardapio
2026-02-18,CK_Oh8726,produto,pagamento
2026-02-15,CK_PK5401,ciclo,onboarding
2026-01-17,CK_sg4989,ciclo,onboarding
2025-12-09,CK_Qv7871,produto,pagamento
2025-11-09,CK_xQ5553,ciclo,onboarding
2025-12-03,CK_xX0215,produto,cardapio
2025-11-11,CK_EV1286,ciclo,onboarding
2025-10-30,CK_Ya8730,ciclo,onboarding
2026-03-18,CK_Yn8204,produto,pagamento
2025-09-28,CK_ms8680,ciclo,onboarding
2026-02-14,CK_dG2605,retencao,churn
2025-10-27,CK_aw1858,produto,pagamento
2026-02-26,CK_ZM5812,retencao,churn
2026-01-17,CK_SG5435,ciclo,onboarding
2026-02-19,CK_Tq1883,marca,branding
2026-01-24,CK_CS3083,marca,branding
2025-12-27,CK_Fj8716,retencao,churn
2025-10-02,CK_Iw7392,receita,ads
2025-10-09,CK_Zd8881,produto,pagamento
2026-01-17,CK_dj6846,ciclo,onboarding
2026-03-17,CK_iH5233,marca,branding
2025-10-31,CK_Rh7900,marca,branding
2025-09-18,CK_Ja5867,ciclo,onboarding
2026-02-24,CK_bv0745,produto,pagamento
2025-10-10,CK_dt8829,receita,ads
2025-10-15,CK_iZ7695,produto,cardapio
2026-03-11,CK_tX7187,retencao,churn
2025-12-24,CK_Vz8856,ciclo,onboarding
2025-09-24,CK_iS9884,ciclo,onboarding
2026-02-02,CK_lj6546,produto,cardapio
2026-02-12,CK_Fc7219,ciclo,onboarding
2025-11-07,CK_PY2176,receita,ads
2025-09-29,CK_OT3973,retencao,churn
2025-12-31,CK_FP3102,ciclo,onboarding
2026-02-21,CK_iw1772,retencao,churn
2025-11-03,CK_zE2084,marca,branding
2025-10-31,CK_mg0447,produto,pagamento
2026-03-08,CK_pE0425,ciclo,onboarding
2025-10-31,CK_kh5154,ciclo,onboarding
2025-09-30,CK_hU1461,marca,branding
2026-02-14,CK_lH1583,retencao,churn
2026-02-17,CK_Uj2327,marca,branding
2026-02-24,CK_rS0918,receita,ads
2026-01-23,CK_Lx7051,produto,cardapio
2025-11-26,CK_mD4133,receita,ads
2026-02-22,CK_ww5616,retencao,churn
2025-11-21,CK_dG2605,ciclo,onboarding
2025-11-30,CK_pf2379,marca,branding
2025-12-27,CK_so7701,produto,cardapio
2026-02-23,CK_Cc9409,ciclo,onboarding
2025-09-28,CK_Nw9987,retencao,churn
2025-10-16,CK_En5177,marca,branding
2025-10-13,CK_au9286,produto,cardapio
2026-01-12,CK_ux9701,ciclo,onboarding
2025-09-21,CK_ib2930,retencao,churn
2025-10-22,CK_aX2258,receita,ads
2026-01-25,CK_Zc5036,retencao,churn
2026-02-03,CK_qP3916,marca,branding
2026-03-11,CK_zE3538,produto,pagamento
2026-01-19,CK_Fe2701,produto,pagamento
2026-01-01,CK_pB4535,receita,ads
2026-01-23,CK_bI3421,retencao,churn
2025-12-09,CK_Ks3695,marca,branding
2025-11-24,CK_nU7152,ciclo,onboarding
2025-10-26,CK_Pr6809,receita,ads
2025-10-21,CK_kd9788,ciclo,onboarding
2026-02-07,CK_jl1824,ciclo,onboarding
2025-11-08,CK_Wq3388,produto,cardapio
2025-11-16,CK_bk5749,retencao,churn
2025-12-26,CK_Rk2521,produto,pagamento
2026-01-21,CK_jR2896,retencao,churn
2026-02-25,CK_Dk7644,receita,ads
2026-01-04,CK_mk8600,retencao,churn
2025-11-03,CK_SW1372,retencao,churn
2025-10-08,CK_yi1161,receita,ads
2025-10-18,CK_Mv4100,produto,cardapio
2025-10-08,CK_JF1069,produto,pagamento
2025-11-05,CK_wD2542,marca,branding
2026-01-29,CK_yc2281,retencao,churn
2026-01-03,CK_su4269,retencao,churn
2025-12-19,CK_Dz9748,produto,cardapio
2025-10-29,CK_WB7221,produto,pagamento
2025-09-21,CK_ro6557,ciclo,onboarding
2025-12-09,CK_Si9467,marca,branding
2025-12-08,CK_HW4640,produto,pagamento
2025-10-01,CK_vj9724,receita,ads
2026-01-21,CK_LR9735,produto,cardapio
2025-12-04,CK_tk8656,ciclo,onboarding
2025-09-28,CK_ZL8471,marca,branding
2026-01-30,CK_uC5811,marca,branding
2025-12-29,CK_Ew9163,ciclo,onboarding
2026-02-12,CK_Qd4725,receita,ads
2025-10-28,CK_Pp8610,retencao,churn
2025-10-08,CK_uv6941,receita,ads
2026-03-06,CK_th2513,marca,branding
2026-02-12,CK_Lg0036,produto,pagamento
2025-11-13,CK_Xl8565,marca,branding
2026-01-07,CK_HV2887,retencao,churn
2025-12-30,CK_JX2786,produto,pagamento
2025-10-25,CK_gJ4521,ciclo,onboarding
2025-10-05,CK_bu6416,produto,pagamento
2025-11-22,CK_dR5832,retencao,churn
2026-01-15,CK_bb3300,produto,cardapio
2025-11-01,CK_lD4137,marca,branding
2026-01-08,CK_Gz3457,ciclo,onboarding
2025-12-11,CK_ri1307,receita,ads
2026-03-06,CK_iZ9723,receita,ads
2025-10-24,CK_VT5299,produto,pagamento
2025-12-17,CK_zb1546,receita,ads
2025-11-16,CK_vf0795,produto,cardapio
2026-02-14,CK_Jv1089,retencao,churn
2026-03-08,CK_wr9335,produto,pagamento
2025-12-26,CK_Nt0612,retencao,churn
2025-10-06,CK_fp8083,produto,cardapio
2025-10-21,CK_cp1878,receita,ads
2026-01-16,CK_pa9638,marca,branding
2025-11-03,CK_Vq5800,ciclo,onboarding
2025-09-22,CK_oT0016,retencao,churn
2026-03-01,CK_If7272,produto,pagamento
2026-01-18,CK_Wr5851,receita,ads
2025-09-24,CK_uK5904,retencao,churn
2025-11-14,CK_Hz7806,ciclo,onboarding
2025-10-24,CK_BR8915,marca,branding
2026-02-18,CK_Pv3450,produto,pagamento
2025-11-18,CK_HL8315,produto,pagamento
2025-12-25,CK_yP8564,marca,branding
2025-12-24,CK_ZF4159,produto,cardapio
2025-11-19,CK_eN9498,retencao,churn
2026-01-12,CK_RD2986,receita,ads
2025-10-21,CK_jF3347,receita,ads
2025-12-29,CK_Kl1295,marca,branding
2026-03-11,CK_FM8433,marca,branding
2025-11-05,CK_LF9375,receita,ads
2026-03-15,CK_KC7580,produto,cardapio
2025-12-24,CK_nk6186,retencao,churn
2025-12-16,CK_nw8296,produto,cardapio
2026-03-16,CK_lU5726,ciclo,onboarding
2025-12-16,CK_jX6720,produto,pagamento
2026-01-24,CK_Ec6633,produto,cardapio
2026-01-28,CK_gB3126,receita,ads
2026-02-24,CK_ut9304,receita,ads
2026-03-04,CK_JT2387,ciclo,onboarding
2025-11-20,CK_Tq7795,ciclo,onboarding
2026-01-10,CK_HA9964,retencao,churn
2026-03-08,CK_XR4132,marca,branding
2025-09-24,CK_hb9134,produto,pagamento
2026-02-17,CK_az1680,produto,cardapio
2026-02-12,CK_Go8775,marca,branding
2025-11-13,CK_fM1397,retencao,churn
2025-10-08,CK_YH4376,receita,ads
2025-11-12,CK_Pp7520,produto,cardapio
2025-10-13,CK_GR4494,marca,branding
2025-12-24,CK_Kt2655,receita,ads
2025-12-20,CK_Ay4606,retencao,churn
2025-10-01,CK_TA0472,receita,ads
2026-01-28,CK_au4811,retencao,churn
2026-03-09,CK_QS6072,produto,cardapio
2026-01-25,CK_qN5397,receita,ads
2026-02-25,CK_cJ0166,retencao,churn
2025-12-16,CK_zK3937,receita,ads
2026-01-14,CK_kZ5753,ciclo,onboarding
2026-03-07,CK_Pu9982,ciclo,onboarding
2025-12-15,CK_Bx0013,receita,ads
2026-01-09,CK_AY4066,ciclo,onboarding
2026-01-08,CK_Tz0772,produto,pagamento
2026-02-18,CK_uv6941,ciclo,onboarding
2026-02-01,CK_RO0504,produto,pagamento
2025-10-24,CK_aK6748,produto,pagamento
2026-01-18,CK_EZ6050,retencao,churn
2026-02-14,CK_jC4005,retencao,churn
2025-09-19,CK_dy6938,receita,ads
2025-11-24,CK_Fo2812,receita,ads
2025-10-02,CK_ag6561,produto,pagamento
2026-03-15,CK_fY6111,ciclo,onboarding
2025-11-24,CK_Bc1819,marca,branding
2026-01-14,CK_UV2568,receita,ads
2025-09-19,CK_hU3468,produto,cardapio
2025-11-02,CK_cn0181,produto,pagamento
2025-11-21,CK_ua8044,produto,pagamento
2026-01-27,CK_xI4601,receita,ads
2026-01-30,CK_tr6224,produto,cardapio
2025-10-30,CK_Na9708,marca,branding
2025-11-09,CK_qf3220,produto,pagamento
2025-11-02,CK_lx3442,produto,pagamento
2025-11-06,CK_Du2718,produto,pagamento
2025-10-08,CK_pz3324,produto,pagamento
2026-03-02,CK_SW4024,produto,cardapio
2025-12-29,CK_GR8277,marca,branding
2025-12-20,CK_gh8427,ciclo,onboarding
2025-10-14,CK_ga4319,receita,ads
2025-11-28,CK_ch4374,produto,cardapio
2025-12-13,CK_CM1470,retencao,churn
2025-11-10,CK_mS8317,retencao,churn
2025-10-31,CK_Oi4773,produto,pagamento
2025-12-17,CK_ve0310,produto,cardapio
2026-03-11,CK_LY3627,receita,ads
2025-10-08,CK_iN3093,marca,branding
2025-11-05,CK_Mo4205,produto,pagamento
2026-03-06,CK_Lt5830,receita,ads
2025-10-14,CK_Fn4208,ciclo,onboarding
2025-09-21,CK_DV3865,produto,pagamento
2026-03-16,CK_Ci7765,ciclo,onboarding
2025-09-27,CK_Ct1853,retencao,churn
2025-10-07,CK_qN3465,ciclo,onboarding
2026-01-21,CK_vb5724,produto,pagamento
2025-09-19,CK_Se9190,produto,pagamento
2026-01-07,CK_wi9104,ciclo,onboarding
2025-09-30,CK_DU6566,marca,branding
2026-01-13,CK_fG1397,ciclo,onboarding
2025-09-20,CK_wD4466,ciclo,onboarding
2025-11-20,CK_Hf3711,produto,cardapio
2026-03-15,CK_vj9724,ciclo,onboarding
2025-12-12,CK_qH8213,receita,ads
2026-02-10,CK_fW1496,ciclo,onboarding
2025-10-18,CK_gB6480,produto,cardapio
2026-02-20,CK_xy0695,produto,pagamento
2026-03-02,CK_mv9902,produto,cardapio
2025-11-03,CK_rx6453,receita,ads
2025-11-12,CK_Qj2299,retencao,churn
2026-01-30,CK_XS9578,produto,pagamento
2025-11-09,CK_bH6006,produto,pagamento
2026-03-08,CK_Fe3014,produto,pagamento
2025-11-18,CK_Oh8726,produto,cardapio
2025-11-12,CK_Fr6363,produto,pagamento
2025-11-04,CK_Ps1686,retencao,churn
2026-02-02,CK_bb3300,receita,ads
2026-03-02,CK_hR1738,retencao,churn
2026-03-14,CK_Uu7772,ciclo,onboarding
2026-02-28,CK_vT6304,marca,branding
2025-09-21,CK_Rh7900,produto,cardapio
2025-12-21,CK_er6158,ciclo,onboarding
2026-02-28,CK_pd4572,retencao,churn
2025-12-28,CK_OR4175,marca,branding
2025-12-23,CK_Fr7402,ciclo,onboarding
2025-12-24,CK_rJ6204,marca,branding
2025-10-05,CK_lh2515,produto,pagamento
2025-11-29,CK_og4091,retencao,churn
2025-10-30,CK_dM0091,produto,pagamento
2025-12-10,CK_iQ5346,retencao,churn
2025-10-03,CK_xs2437,ciclo,onboarding
2026-02-26,CK_yE8880,ciclo,onboarding
2026-01-21,CK_II3084,produto,pagamento
2025-12-24,CK_zS1126,receita,ads
2026-02-06,CK_MM3186,receita,ads
2025-12-16,CK_qp3472,marca,branding
2026-02-09,CK_yo6326,produto,pagamento
2026-02-14,CK_iU3954,marca,branding
2026-03-03,CK_cI9209,produto,pagamento
2025-10-10,CK_pL7612,retencao,churn
2025-11-26,CK_yE8880,marca,branding
2025-11-20,CK_mC9033,marca,branding
2025-11-10,CK_Rn8276,produto,pagamento
2025-12-24,CK_FD3859,produto,pagamento
2025-12-06,CK_xF8402,produto,cardapio
2025-12-22,CK_pB4535,produto,cardapio
2025-12-02,CK_Lf9454,ciclo,onboarding
2026-02-04,CK_tk1884,produto,cardapio
2026-01-11,CK_VB4860,produto,cardapio
2026-03-03,CK_ni9137,ciclo,onboarding
2026-02-16,CK_mR4311,receita,ads
2025-12-08,CK_dL7836,receita,ads
2025-09-27,CK_lw0096,receita,ads
2026-03-12,CK_pA7063,produto,pagamento
2025-10-18,CK_tC0455,retencao,churn
2025-12-23,CK_TJ4014,produto,cardapio
2026-02-04,CK_Xy7633,produto,pagamento
2026-02-02,CK_DL8272,produto,pagamento
2025-12-15,CK_vk9831,ciclo,onboarding
2025-11-14,CK_UM4328,marca,branding
2025-11-04,CK_FU4461,produto,cardapio
2026-02-25,CK_zL9701,ciclo,onboarding
2025-10-13,CK_Fc7219,produto,cardapio
2026-03-13,CK_Kd3060,receita,ads
2025-11-10,CK_CE1980,receita,ads
2025-10-17,CK_xE6349,receita,ads
2025-11-21,CK_MH9856,marca,branding
2025-12-27,CK_bb3300,ciclo,onboarding
2026-01-08,CK_vl3760,produto,pagamento
2025-11-05,CK_II1826,ciclo,onboarding
2025-12-29,CK_DT2595,receita,ads
2025-09-27,CK_ml6334,ciclo,onboarding
2025-10-31,CK_cW5963,marca,branding
2026-01-28,CK_HY9013,produto,cardapio
2025-10-10,CK_hT3474,receita,ads
2025-12-19,CK_mR4311,produto,pagamento
2025-12-19,CK_Oa6870,produto,cardapio
2026-01-14,CK_Yh6361,retencao,churn
2026-01-27,CK_XU9936,marca,branding
2026-01-29,CK_Lf9454,ciclo,onboarding
2026-02-14,CK_Em6290,marca,branding
2026-02-01,CK_kg5765,produto,cardapio
2026-02-09,CK_qc8687,marca,branding
2025-11-03,CK_VV8059,produto,cardapio
2026-01-16,CK_dr5209,produto,cardapio
2025-12-22,CK_OL5326,ciclo,onboarding
2025-10-20,CK_Lx7051,retencao,churn
2025-10-29,CK_Uj2327,retencao,churn
2026-01-12,CK_FW1292,receita,ads
2026-02-18,CK_HK6221,receita,ads
2026-03-02,CK_Qv0461,marca,branding
2025-09-26,CK_xi9319,produto,cardapio
2025-12-31,CK_AX5546,marca,branding
2026-01-16,CK_Tj0509,produto,pagamento
2025-12-18,CK_nT6264,retencao,churn
2025-10-04,CK_Xa5072,produto,cardapio
2026-02-23,CK_Pu9742,ciclo,onboarding
2026-03-03,CK_qv6560,ciclo,onboarding
2026-02-07,CK_VE8233,retencao,churn
2026-03-10,CK_Eh3241,ciclo,onboarding
2025-09-30,CK_ip9742,produto,cardapio
2025-10-24,CK_GC8416,produto,pagamento
2026-02-23,CK_ih4490,marca,branding
2025-11-11,CK_bb8130,receita,ads
2025-09-24,CK_RA5181,ciclo,onboarding
2025-10-15,CK_WV0152,retencao,churn
2025-10-01,CK_LI2455,receita,ads
2025-11-09,CK_Op3487,produto,cardapio
2025-12-01,CK_pR3977,marca,branding
2025-10-30,CK_GN0360,receita,ads
2025-11-21,CK_uX3484,marca,branding
2025-12-07,CK_yI3482,produto,pagamento
2026-02-10,CK_gp8067,receita,ads
2025-11-02,CK_eW3293,produto,pagamento
2025-09-28,CK_GQ1363,marca,branding
2026-02-22,CK_TQ2017,ciclo,onboarding
2025-11-15,CK_BR0076,produto,cardapio
2025-11-20,CK_EG0869,receita,ads
2026-02-15,CK_Cl0102,receita,ads
2026-01-22,CK_RX9831,receita,ads
2025-10-22,CK_PQ7661,marca,branding
2026-01-11,CK_gR3059,marca,branding
2025-10-09,CK_pz1164,receita,ads
2025-11-05,CK_aE3285,produto,pagamento
2026-02-21,CK_Qv7871,retencao,churn
2026-01-14,CK_ug3550,retencao,churn
2025-12-11,CK_dg7447,retencao,churn
2025-12-10,CK_QG7300,produto,cardapio
2025-10-08,CK_wi6384,ciclo,onboarding
2025-12-29,CK_AV1903,produto,pagamento
2026-02-01,CK_yb2591,receita,ads
2026-03-04,CK_wH3356,produto,pagamento
2025-12-30,CK_Gu2529,produto,cardapio
2025-10-14,CK_Jo2024,produto,pagamento
2026-01-17,CK_kZ8953,marca,branding
2026-03-07,CK_WW8981,retencao,churn
2026-02-26,CK_dQ5338,produto,pagamento
2026-01-09,CK_xI2038,marca,branding
2025-12-05,CK_XN6929,ciclo,onboarding
2025-11-22,CK_GU9218,produto,cardapio
2025-12-24,CK_EV3855,marca,branding
2025-11-23,CK_OR5160,receita,ads
2025-10-07,CK_Xl2330,retencao,churn
2025-11-04,CK_rC2901,produto,pagamento
2026-01-04,CK_vW2016,receita,ads
2025-12-20,CK_xH2328,ciclo,onboarding
2026-02-19,CK_DJ9680,marca,branding
2025-10-21,CK_zG2398,produto,pagamento
2026-03-16,CK_mC5521,retencao,churn
2025-11-07,CK_Jx0944,marca,branding
2026-01-16,CK_Qn3718,retencao,churn
2025-11-07,CK_cI7147,produto,cardapio
2025-12-02,CK_SE2558,retencao,churn
2026-02-21,CK_ac3534,marca,branding
2026-01-02,CK_xd1778,produto,pagamento
2026-02-02,CK_Ja9784,produto,cardapio
2025-10-15,CK_Af4808,receita,ads
2025-11-24,CK_Sm4079,ciclo,onboarding
2025-12-16,CK_po6276,ciclo,onboarding
2026-02-24,CK_uc5208,ciclo,onboarding
2026-03-16,CK_aO7863,ciclo,onboarding
2025-12-13,CK_gv2661,produto,cardapio
2026-01-22,CK_Zd8881,receita,ads
2025-10-30,CK_NQ5775,ciclo,onboarding
2025-11-09,CK_gj1329,ciclo,onboarding
2026-02-06,CK_wc6618,marca,branding
2025-11-25,CK_VT8321,ciclo,onboarding
2026-03-10,CK_Gs6053,marca,branding
2025-12-17,CK_Hp5298,ciclo,onboarding
2025-10-21,CK_fd2121,retencao,churn
2025-11-10,CK_eD0666,marca,branding
2025-11-01,CK_WW6532,ciclo,onboarding
2025-12-18,CK_gd0745,produto,pagamento
2026-01-14,CK_lP6394,receita,ads
2025-09-28,CK_ah6337,ciclo,onboarding
2026-03-17,CK_Mq4217,retencao,churn
2025-12-24,CK_iA7537,retencao,churn
2026-02-12,CK_yd8177,retencao,churn
2025-11-04,CK_an3611,produto,pagamento
2026-02-06,CK_jr1188,retencao,churn
2026-02-26,CK_Pb7990,ciclo,onboarding
2026-03-05,CK_ti1155,ciclo,onboarding
2025-11-28,CK_DD8214,marca,branding
2025-10-15,CK_yZ1700,produto,pagamento
2025-09-30,CK_De2300,produto,pagamento
2025-10-20,CK_vm5083,receita,ads
2025-11-22,CK_sw0842,produto,cardapio
2025-11-15,CK_kz2595,produto,cardapio
2026-03-19,CK_ds7321,retencao,churn
2025-11-08,CK_bc8481,produto,pagamento
2025-11-05,CK_oY6693,ciclo,onboarding
2025-11-10,CK_qv6560,produto,cardapio
2025-10-24,CK_Xl8565,produto,cardapio
2025-11-29,CK_Bp5963,produto,cardapio
2025-10-29,CK_gl3632,marca,branding
2026-03-10,CK_SL3875,retencao,churn
2025-10-06,CK_cn0181,marca,branding
2025-09-20,CK_BM6532,produto,pagamento
2025-11-02,CK_rT5077,produto,pagamento
2025-09-26,CK_Hq2145,produto,cardapio
2026-03-03,CK_Xr0629,produto,pagamento
2025-12-19,CK_mw9962,marca,branding
2025-12-10,CK_Du1608,marca,branding
2025-11-08,CK_DT9405,produto,cardapio
2025-09-18,CK_Bx6454,ciclo,onboarding
2025-10-26,CK_SK8440,receita,ads
2026-02-18,CK_vA2073,marca,branding
2026-01-03,CK_dj5991,produto,cardapio
2025-11-05,CK_Hs6239,produto,cardapio
2026-03-10,CK_Ao0838,marca,branding
2026-01-22,CK_GQ1363,produto,pagamento
2026-01-21,CK_OR4175,marca,branding
2025-11-08,CK_fY6111,ciclo,onboarding
2026-02-12,CK_bk5749,produto,cardapio
2026-01-05,CK_gf2868,ciclo,onboarding
2025-10-23,CK_Ma4374,produto,pagamento
2025-10-28,CK_tI2637,produto,cardapio
2026-01-26,CK_In1114,ciclo,onboarding
2026-02-23,CK_xM4845,marca,branding
2026-02-23,CK_Qv1403,produto,cardapio
2025-10-17,CK_rU7412,marca,branding
2025-10-07,CK_FM8433,marca,branding
2025-11-16,CK_Mh4713,retencao,churn
2025-10-15,CK_QI9351,marca,branding
2026-02-11,CK_xT8214,receita,ads
2025-10-12,CK_Dc1441,marca,branding
2025-12-02,CK_Cn9125,receita,ads
2026-02-19,CK_ti1155,produto,cardapio
2026-03-11,CK_uu6099,produto,cardapio
2025-12-25,CK_Zs9025,ciclo,onboarding
2026-02-16,CK_dG2037,retencao,churn
2026-02-28,CK_yB5919,produto,pagamento
2026-03-07,CK_vp7181,marca,branding
2026-01-30,CK_lw0096,marca,branding
2025-09-29,CK_bu3513,produto,pagamento
2025-10-26,CK_Lq2008,ciclo,onboarding
2025-09-29,CK_Lr4778,receita,ads
2025-10-04,CK_Mg0049,receita,ads
2025-11-27,CK_lx1918,ciclo,onboarding
2025-10-28,CK_JF4167,produto,cardapio
2026-02-09,CK_tR3963,produto,cardapio
2025-10-10,CK_wD4466,retencao,churn
2026-01-30,CK_ED3856,retencao,churn
2025-12-10,CK_Cr8678,produto,pagamento
2026-02-05,CK_eu2941,produto,cardapio
2025-12-08,CK_en9114,marca,branding
2025-11-20,CK_sJ1159,retencao,churn
2025-11-07,CK_Bf1233,produto,pagamento
2025-09-30,CK_Me6339,marca,branding
2025-11-05,CK_ZN0713,retencao,churn
2025-12-14,CK_yX9729,produto,cardapio
2025-10-20,CK_sf9121,receita,ads
2026-02-05,CK_XP9617,ciclo,onboarding
2025-11-19,CK_sq4568,produto,cardapio
2026-02-28,CK_ha1336,produto,pagamento
2026-03-15,CK_Ga8167,retencao,churn
2025-12-07,CK_gQ5541,produto,pagamento
2026-02-08,CK_Hg1413,produto,cardapio
2026-01-03,CK_uU5097,produto,cardapio
2026-03-10,CK_iy1545,retencao,churn
2026-01-05,CK_vh8184,receita,ads
2026-01-23,CK_Iy0260,ciclo,onboarding
2025-10-13,CK_EJ8897,marca,branding
2025-11-29,CK_cu5457,produto,cardapio
2026-02-09,CK_jg6037,ciclo,onboarding
2025-11-07,CK_oy7478,retencao,churn
2026-01-01,CK_nm5673,receita,ads
2026-01-16,CK_lP8681,produto,cardapio
2025-09-27,CK_Xl8565,produto,pagamento
2025-11-30,CK_rc1796,produto,pagamento
2025-09-25,CK_KU6084,marca,branding
2026-03-17,CK_mJ2720,marca,branding
2026-01-03,CK_tK7335,retencao,churn
2026-03-10,CK_QH5342,retencao,churn
2025-10-19,CK_ik8806,produto,cardapio
2026-01-25,CK_ZF4159,receita,ads
2026-01-13,CK_Xp9849,retencao,churn
2026-02-15,CK_NN4720,produto,cardapio
2025-12-28,CK_Tv9642,produto,cardapio
2026-02-25,CK_mO2742,produto,pagamento
2025-12-13,CK_eN9498,marca,branding
2025-12-16,CK_Fc7710,ciclo,onboarding
2025-10-25,CK_FB2655,produto,cardapio
2026-01-10,CK_Sp6065,ciclo,onboarding
2026-02-23,CK_Zz7732,marca,branding
2025-10-28,CK_JF4167,produto,pagamento
2025-10-21,CK_nX3481,retencao,churn
2025-10-07,CK_PP9592,produto,cardapio
2026-03-10,CK_gO4828,marca,branding
2025-12-28,CK_oy8788,retencao,churn
2026-02-02,CK_bA7169,marca,branding
2026-01-31,CK_MJ2432,marca,branding
2025-10-13,CK_og5315,retencao,churn
2026-01-13,CK_iO2992,retencao,churn
2026-02-22,CK_Fk7106,produto,cardapio
2025-12-23,CK_RO2365,receita,ads
